#,,Whisky,Stated Age,Strength,Size,Rating,Votes,
606,,Port Ellen 1982 JW?Gentle Noses,22,62.2 % Vol.,700 ml,93.09,36,
607,,Karuizawa 1967?Vintage - Single Cask Malt Whisky,42,58.4 % Vol.,700 ml,93.09,106,
608,,Mortlach 1954 GM?Rare Old,,43.0 % Vol.,700 ml,93.08,62,
609,,Macallan 1968 SV?Vintage Collection - Dumpy,30,55.0 % Vol.,700 ml,93.08,15,
610,,Ardbeg 1974 CA?Authentic Collection - 150th Anniversary Bottling,18,55.0 % Vol.,750 ml,93.08,15,
611,,Bowmore 1971 Ses,18,57.1 % Vol.,750 ml,93.08,41,
612,,Glenfarclas 1967?The Family Casks (Release V),,60.8 % Vol.,700 ml,93.08,43,
613,,Longrow 1974,21,46.0 % Vol.,700 ml,93.08,28,
614,,Macallan 1958 GM?Macallan-Glenlivet - A Pure Highland Malt,15,43.0 % Vol.,750 ml,93.08,15,
615,,Glen Grant 1958 GM?Licensed Bottling,50,46.0 % Vol.,700 ml,93.08,41,
616,,Ardbeg 1974 UD,18,43.0 % Vol.,700 ml,93.08,16,
617,,Glenfarclas 1959?The Family Casks (Release Sp15),54,55.2 % Vol.,700 ml,93.08,27,
618,,Macallan 1964?Special Selection,,43.0 % Vol.,750 ml,93.08,28,
619,,Karuizawa 1963?Single Cask,50,59.4 % Vol.,700 ml,93.07,17,
620,,Macallan 1966 GM?Speymalt,,40.0 % Vol.,700 ml,93.07,43,
621,,Macallan 1940 GM?Speymalt,,40.0 % Vol.,700 ml,93.07,46,
622,,Springbank 1966?Local Barley,30,52.3 % Vol.,750 ml,93.07,18,
623,,Glenlivet 1955 GM?Rare Vintage,50,40.0 % Vol.,700 ml,93.07,18,
624,,Highland Park 1968?Orcadian Vintage Series,,45.6 % Vol.,700 ml,93.07,49,
625,,Macallan 1968 DT?Rare Auld,35,40.2 % Vol.,700 ml,93.07,19,
626,,Glenfarclas 1961?The Family Casks (Release IX),,48.0 % Vol.,700 ml,93.07,18,
627,,Macallan 1966 GM?Speymalt,,40.0 % Vol.,700 ml,93.07,32,
628,,Mortlach 1936 GM?Connoisseurs Choice - Pinerolo Import,36,43.0 % Vol.,750 ml,93.07,63,
629,,Bowmore 1968 DT?Peerless,34,41.4 % Vol.,700 ml,93.06,23,
630,,Bowmore 1969,,58.00 (gradi),750 ml,93.06,18,
631,,Springbank 1972 MM,25,46.0 % Vol.,700 ml,93.06,18,
632,,Miltonduff 1966 Ses?Antica Casa Marchesi Spinola,23,61.4 % Vol.,750 ml,93.06,73,
633,,Bowmore 1970 SV?Vintage Collection - Decanter,35,52.1 % Vol.,700 ml,93.06,40,
634,,Highland Park 1958?Green Dumpy Bottle,18,43.0 % Vol.,750 ml,93.06,20,
635,,Bowmore 1968 DT?Rare Auld,37,42.8 % Vol.,700 ml,93.05,24,
636,,Glenfarclas 1960?The Family Casks (Release II),,43.8 % Vol.,700 ml,93.05,24,
637,,Bowmore 1970 SV?Cask Strength Collection,35,51.3 % Vol.,700 ml,93.05,61,
638,,Macallan 1974,18,43.0 % Vol.,700 ml,93.05,23,
639,,Macallan 1972 GM?Speymalt,,43.0 % Vol.,700 ml,93.05,65,
640,,Glendronach 1971?Single Cask - Batch 1,38,49.4 % Vol.,700 ml,93.05,146,
641,,Springbank 1970 IM?Dun Bheagan,35,50.5 % Vol.,700 ml,93.05,23,
642,,Ardbeg 1975 Blo,25,58.0 % Vol.,700 ml,93.05,24,
643,,Glenglassaugh 44-year-old?Miniature - Hand Bottled at the Distillery,44,48.7 % Vol.,50 ml,93.05,26,
644,,Glenfarclas 1959?Historic Reserve N¡Æ2,42,46.0 % Vol.,700 ml,93.05,41,
645,,Bowmore 1968 SV?Millennium Edition,31,43.0 % Vol.,700 ml,93.04,58,
646,,Bowmore 1973,21,43.0 % Vol.,750 ml,93.04,28,
647,,Glen Garioch 1972 MHDL?Slim Cowell's Personal Selection II,15,60.0 % Vol.,750 ml,93.04,32,
648,,Mortlach 1938 GM?A Pure Highland Malt,,40.0 % Vol.,750 ml,93.04,26,
649,,Glenglassaugh 1968 - The Manager's Legacy?Release No. 3 - Bert Forsyth,,44.9 % Vol.,700 ml,93.04,155,
650,,Laphroaig Cairdeas - 30-year-old,30,43.0 % Vol.,700 ml,93.04,162,
651,,Springbank 1965 Sa?Flowers,25,46.0 % Vol.,750 ml,93.04,30,
652,,Macallan 1970 MI?2nd Collection,,57.0 % Vol.,750 ml,93.04,25,
653,,"Longrow 1973?Screw cap, distillery label",,46.0 % Vol.,750 ml,93.04,52,
654,,Macallan 1972 GM?Speymalt,,43.0 % Vol.,700 ml,93.04,71,
655,,Macallan 1965 MMcK?C?rn M?r Celebration of the Cask,43,48.4 % Vol.,700 ml,93.04,29,
656,,Ardbeg 1974,,53.1 % Vol.,700 ml,93.03,36,
657,,Caperdonich 1972 TWA?Private Stock,39,52.8 % Vol.,700 ml,93.03,92,
658,,Mortlach 1938 GM?Rare Old Highland Malt,,40.0 % Vol.,750 ml,93.03,41,
659,,Longmorn 1969 GM?Original Cask - Natural High Strength,,62.2 % Vol.,750 ml,93.03,34,
660,,Ardbeg 1972 DL?Old Malt Cask,27,50.0 % Vol.,700 ml,93.03,35,
661,,Macallan 1968?The Anniversary Malt,25,43.0 % Vol.,700 ml,93.03,41,
662,,Ardbeg 1972 DL?Old Malt Cask,28,49.5 % Vol.,700 ml,93.03,33,
663,,Glen Grant 1969 RWD,,59.0 % Vol.,750 ml,93.03,80,
664,,Ardbeg 1973 DL?Old & Rare - The Platinum Selection,30,48.9 % Vol.,700 ml,93.03,33,
665,,Strathisla 1963 GM?Celtic Series - Book of Kells,48,51.8 % Vol.,700 ml,93.03,121,
666,,Glen Grant 1958 GM?Licensed Bottling,48,50.0 % Vol.,700 ml,93.03,70,
667,,Ardbeg 1965 CA?Dumpy Bottle,24,54.4 % Vol.,750 ml,93.02,57,
668,,Mortlach 1974 GM?Private Collection,,50.9 % Vol.,700 ml,93.02,65,
669,,Laphroaig 1977?Vintage,,43.0 % Vol.,750 ml,93.01,71,
670,,Glenfarclas 21-year-old?All Malt Unblended,21,51.5 % Vol.,750 ml,93.01,81,
671,,Longmorn 1972 GM,16,58.8 % Vol.,750 ml,93,28,
672,,Laphroaig 1966 SV?Vintage Collection - Dumpy,30,48.7 % Vol.,700 ml,93,45,
673,,Karuizawa 1965?Single Cask,50,62.3 % Vol.,700 ml,93,32,
674,,Macallan 1967 GM?Speymalt,38,43.0 % Vol.,700 ml,93,34,
675,,Macallan 1969 CA?Authentic Collection,27,45.5 % Vol.,700 ml,93,15,
676,,Linkwood 1953 GM?Private Collection,61,49.4 % Vol.,700 ml,93,16,
677,,Macallan 1970 GM?Speymalt,39,46.0 % Vol.,700 ml,93,40,
678,,Mortlach 1951 GM?Private Collection,63,42.5 % Vol.,700 ml,93,15,
679,,Bowmore 1963?Islay Pure Malt,,43.0 % Vol.,750 ml,93,17,
680,,"Talisker 1957 GM?Black Label, Golden Eagle",33,51.1 % Vol.,750 ml,93,17,
681,,Longmorn 1969 LDG,48,44.4 % Vol.,350 ml,93,16,
682,,Longmorn 1972 TWA?The Perfect Dram 4,37,51.3 % Vol.,700 ml,93,156,
683,,Springbank 1968 IM?Dun Bheagan,37,56.5 % Vol.,700 ml,93,34,
684,,Ardbeg 1967 SV?Vintage Collection - Miniature,28,53.2 % Vol.,50 ml,93,17,
685,,Glen Grant 1969 BR?Berrys' Own Selection,32,55.6 % Vol.,700 ml,93,17,
686,,Glen Grant 1950 GM?Licensed Bottling,,40.0 % Vol.,700 ml,93,30,
687,,Glen Grant 1952 GM?Rare Vintage,,40.0 % Vol.,700 ml,93,33,
688,,Springbank 1969 DL?Old Malt Cask,34,40.9 % Vol.,700 ml,93,24,
689,,Glen Garioch 1968?Individual Cask Bottling,29,56.9 % Vol.,700 ml,93,40,
690,,Macallan 1973 MM,25,46.0 % Vol.,700 ml,93,19,
691,,Springbank 1964?Black Label Cork stopper,,46.0 % Vol.,700 ml,93,20,
692,,Method and Madness 28-year-old?Ruby Port Single Cask,28,56.1 % Vol.,700 ml,93,19,
693,,Macallan 1968?Vintage,18,43.0 % Vol.,750 ml,93,28,
694,,Glenfarclas 1955,,43.0 % Vol.,750 ml,93,17,
695,,Springbank 1965?for the Everest Challenge,27,46.0 % Vol.,700 ml,93,20,
696,,Glen Grant 1949 GM?Licensed Bottling,38,40.0 % Vol.,750 ml,93,20,
697,,Macallan 1964?The Anniversary Malt,25,43.0 % Vol.,750 ml,93,21,
698,,Clynelish 12-year-old?Ainslie & Heilbron,12,56.9 % Vol.,750 ml,93,29,
699,,Bowmore 1966 DL?Old Malt Cask,34,45.15 % Vol.,700 ml,93,54,
700,,Glenfarclas 1959?The Family Casks (Release III),,50.9 % Vol.,700 ml,93,26,
701,,Mortlach 1957 GM?PING V,50,41.7 % Vol.,700 ml,93,25,
702,,Springbank 1969 SV?Vintage Collection - Dumpy,26,52.8 % Vol.,700 ml,93,15,
703,,Laphroaig 21-year-old Heathrow?Cask Strength,21,53.4 % Vol.,700 ml,92.99,85,
704,,Ardbeg 1972 DL?Old Malt Cask,28,50.1 % Vol.,700 ml,92.99,70,
705,,Macallan 1970 GM?Speymalt,38,46.0 % Vol.,700 ml,92.98,60,
706,,Longmorn 1964 GM?Celtic Series - Book of Kells,46,53.0 % Vol.,700 ml,92.98,117,
707,,Fettercairn 1978 UD?Ukrainian Whisky Connoisseurs Club's Choice,35,53.5 % Vol.,700 ml,92.98,130,
708,,Bowmore 1972 SV?Rare Reserve,30,49.5 % Vol.,700 ml,92.97,32,
709,,Macallan 30-year-old?Sherry Oak,30,43.0 % Vol.,700 ml,92.97,40,
710,,Glen Grant 1956 GM?Licensed Bottling,51,40.0 % Vol.,700 ml,92.97,60,
711,,Clynelish 1973 SV?Prestonfield,33,54.3 % Vol.,700 ml,92.97,133,
712,,Glenfarclas 1953?The Coronation 1953-2013,,51.1 % Vol.,700 ml,92.97,32,
713,,Glen Grant 1956 GM?Mr George Centenary edition,62,51.7 % Vol.,700 ml,92.96,29,
714,,Lagavulin 1985?Diageo Special Releases 2007,21,56.5 % Vol.,700 ml,92.96,545,
715,,Glenfarclas 1959 SV?Vintage Collection - Dumpy,35,52.6 % Vol.,700 ml,92.96,27,
716,,Glenglassaugh 1973?Rare Cask Release - Batch 2,42,40.5 % Vol.,700 ml,92.96,31,
717,,Bowmore 1983 Vintage?Warehouse No. 1 Vaults,,55.6 % Vol.,700 ml,92.96,26,
718,,Glenglassaugh 1972?The Master Distillers' Selection,39,57.5 % Vol.,700 ml,92.96,269,
719,,Macallan 1968 GM?Speymalt,,43.0 % Vol.,700 ml,92.95,47,
720,,Glenfarclas 1967?The Family Casks (Release A14),47,58.2 % Vol.,700 ml,92.95,22,
721,,Mortlach 1968 GM?Private Collection,37,45.0 % Vol.,700 ml,92.95,24,
722,,Bowmore 1969,25,43.0 % Vol.,750 ml,92.95,21,
723,,Lagavulin 37-year-old?Diageo Special Releases 2013,37,51.0 % Vol.,700 ml,92.95,225,
724,,Glenfarclas 1961?The Family Casks (Release A13),51,48.0 % Vol.,700 ml,92.95,21,
725,,Macallan 1957?Pure Highland Malt Scotch Whisky,15,80 (proof),750 ml,92.95,24,
726,,Ardbeg 1974 CA?Authentic Collection - 150th Anniversary Bottling,17,57.0 % Vol.,700 ml,92.94,19,
727,,Glenlivet 1968?Reserve Vintage,39,50.9 % Vol.,700 ml,92.94,19,
728,,Macallan 1966 GM?Speymalt,,43.0 % Vol.,700 ml,92.94,18,
729,,Macallan 1967?Vintage,18,43.0 % Vol.,750 ml,92.94,18,
730,,Dalmore 1964 JM?Old Master's - Vintage Cask Strength Collection,35,50.0 % Vol.,700 ml,92.94,18,
731,,Dalmore 1973?Constellation Collection,38,48.1 % Vol.,700 ml,92.94,18,
732,,Bowmore 1972 Sa?Flowers,,43.0 % Vol.,750 ml,92.94,34,
733,,Macallan 1969 GM?Speymalt,,46.0 % Vol.,700 ml,92.93,16,
734,,Ardbeg 1976 AD?Distillery,19,57.0 % Vol.,700 ml,92.93,16,
735,,Glen Grant 1956 GM?Licensed Bottling,,40.0 % Vol.,700 ml,92.93,47,
736,,Brora 1971 DL?Old Malt Cask,29,50.0 % Vol.,700 ml,92.93,48,
737,,Port Ellen 1981 TB,19,59.4 % Vol.,700 ml,92.93,47,
738,,Bowmore 1968 HB?Finest Collection,34,40.2 % Vol.,700 ml,92.93,46,
739,,Karuizawa 1960?Single Cask,52,51.8 % Vol.,700 ml,92.93,18,
740,,Macallan 1974?The Anniversary Malt,25,43.0 % Vol.,700 ml,92.93,32,
741,,Glenfarclas 1965?The Family Casks (Release X),,51.8 % Vol.,700 ml,92.92,28,
742,,Glenfarclas 1957?The Family Casks (Release II),50,46.5 % Vol.,700 ml,92.92,15,
743,,Bowmore 1972 SV?Rare Reserve,30,50.3 % Vol.,700 ml,92.92,28,
744,,Bowmore 1968 SV?Millennium Edition,31,44.0 % Vol.,700 ml,92.92,40,
745,,Macallan 1972 HB?Finest Collection,25,43.0 % Vol.,700 ml,92.91,47,
746,,Longmorn 1964 GM?Licensed Bottling,50,43.0 % Vol.,700 ml,92.91,35,
747,,Glen Grant 1956 GM,,53.9 % Vol.,700 ml,92.91,36,
748,,Macallan 1973 GM?Speymalt,,40.0 % Vol.,700 ml,92.91,37,
749,,Bowmore 1968 DT?Peerless,35,42.05 % Vol.,700 ml,92.9,53,
750,,Macallan 1958?Pure Highland Malt,,80 (proof),750 ml,92.9,32,
751,,Macallan 1950 The Malt?Gordon & Macphail Distributed,,43.0 % Vol.,750 ml,92.9,33,
752,,Glen Grant 1961 GM?Licensed Bottling,,40.0 % Vol.,700 ml,92.9,33,
753,,Macallan 1964?Special Selection,,43.0 % Vol.,750 ml,92.9,24,
754,,Laphroaig 10-year-old?Islay Malt Scotch Whisky,10,43.0 % Vol.,750 ml,92.89,20,
755,,Springbank 1967 SV?Vintage Collection - Dumpy,34,47.2 % Vol.,700 ml,92.89,25,
756,,Macallan 1965 FC,29,46.0 % Vol.,700 ml,92.89,22,
757,,Ardbeg 1975?Hong Kong Duty Free,,52.3 % Vol.,700 ml,92.89,37,
758,,Macallan 1950 GM?Macallan-Glenlivet - A Pure Highland Malt,33,40.0 % Vol.,750 ml,92.89,23,
759,,Caol Ila 1980 MoS?Warehouse Diamonds,,50.2 % Vol.,700 ml,92.89,108,
760,,Macallan 1946?Select Reserve,52,40.0 % Vol.,700 ml,92.89,37,
761,,Springbank 1966 Private Bottling?JUUL'S 75,34,47.1 % Vol.,700 ml,92.89,31,
762,,Bowmore 1964 RWD?86 US Proof,22,43.0 % Vol.,750 ml,92.88,19,
763,,Bunnahabhain 1968?Auld Acquaintance,,43.8 % Vol.,700 ml,92.88,220,
764,,Brora 4th Release?Diageo Special Releases 2005,30,56.3 % Vol.,700 ml,92.88,284,
765,,Glen Grant 1969 AD?Distillery,31,53.9 % Vol.,700 ml,92.88,37,
766,,Port Ellen 1974 Ses,14,65.5 % Vol.,750 ml,92.88,35,
767,,Ardbeg 1973 Ses,15,53.5 % Vol.,750 ml,92.88,28,
768,,Port Ellen 12-year-old JM?Fine Malt Selection,12,59.0 % Vol.,750 ml,92.88,44,
769,,Springbank 1969 SV?Vintage Collection - Dumpy,27,52.7 % Vol.,700 ml,92.88,21,
770,,Caol Ila 1966 GM,19,58.3 % Vol.,750 ml,92.88,19,
771,,Ardbeg 1967 DL?Old Malt Cask,32,47.5 % Vol.,700 ml,92.88,45,
772,,Glen Grant 1964 GM?Rare Vintage,,43.0 % Vol.,700 ml,92.88,72,
773,,North Port 1966 DL?Old Malt Cask,35,50.0 % Vol.,700 ml,92.88,36,
774,,Springbank 1964 AD?Distillery - Limited,32,51.5 % Vol.,750 ml,92.88,18,
775,,Macallan 10-year-old GM,10,57.0 % Vol.,750 ml,92.88,19,
776,,Bowmore 1968 SV?Vintage Collection - Rare Reserve,33,46.2 % Vol.,700 ml,92.88,28,
777,,Glenfarclas 1959?Historic Reserve N¡Æ3,42,46.0 % Vol.,700 ml,92.88,18,
778,,Bowmore 1968 TWT?Mo ?r Collection,42,42.4 % Vol.,500 ml,92.88,27,
779,,Laphroaig 1966 SV?Vintage Collection - Dumpy,30,48.6 % Vol.,700 ml,92.87,19,
780,,Macallan Limited Release MMXII?The 1824 Collection - Decanter,,49.5 % Vol.,700 ml,92.87,20,
781,,Bowmore 07-year-old Sherriff's?Gold screw cap - Cogis import,7,43.0 % Vol.,750 ml,92.87,86,
782,,Glenrothes 1947?Malt Scotch Whisky,28,43.0 % Vol.,757 ml,92.87,17,
783,,Glenglassaugh 40-year-old,40,42.5 % Vol.,700 ml,92.87,71,
784,,Bowmore 1970 SV?Cask Strength Collection - Rare Reserve,40,51.5 % Vol.,700 ml,92.86,85,
785,,Glenfarclas 1959?Historic Reserve N¡Æ1,42,46.0 % Vol.,700 ml,92.86,31,
786,,MacPhail's 1938 GM?Celtic Series - Book of Kells,45,40.0 % Vol.,750 ml,92.86,23,
787,,Bowmore 1969 DT?Rare Auld,33,41.6 % Vol.,750 ml,92.86,23,
788,,Ardbeg 1974 CA?Authentic Collection - 150th Anniversary Bottling,18,56.8 % Vol.,700 ml,92.86,23,
789,,Springbank 1964 AD?Distillery - Limited,32,50.8 % Vol.,700 ml,92.86,24,
790,,Laphroaig 21-year-old Heathrow?Cask Strength,21,53.4 % Vol.,750 ml,92.86,39,
791,,Bowmore 1966 HB?Finest Collection - Cask Strength,34,42.6 % Vol.,700 ml,92.86,54,
792,,Macallan 1968 GM?Speymalt,41,43.0 % Vol.,700 ml,92.86,30,
793,,Springbank 1968?Black Label Cork stopper,10,59.0 % Vol.,750 ml,92.86,27,
794,,Macallan 30-year-old?Sherry Oak,30,43.0 % Vol.,700 ml,92.86,78,
795,,Glenfarclas 1957?The Family Casks (Release Sp15),,50.3 % Vol.,700 ml,92.86,17,
796,,Bowmore 1983?Feis Ile 2011,28,55.6 % Vol.,700 ml,92.86,25,
797,,Glenfarclas 1968?The Family Casks - Special Release,43,47.5 % Vol.,700 ml,92.86,89,
798,,Tullibardine 1966?World Cup Edition,,48.0 % Vol.,700 ml,92.85,68,
799,,Bunnahabhain 1968 MoS?Warehouse Diamonds,,42.1 % Vol.,700 ml,92.85,154,
800,,Glen Grant 1953 GM?Private Collection,48,45.0 % Vol.,700 ml,92.85,41,
801,,Macallan 1968 DE,,47.2 % Vol.,700 ml,92.85,15,
802,,Ledaig 1972 AC?Rare & Old Selection,42,48.0 % Vol.,700 ml,92.85,56,
803,,Bowmore 30-year-old Sea Dragon,30,43.0 % Vol.,700 ml,92.85,310,
804,,Glendronach 1968?Single Cask,25,43.0 % Vol.,750 ml,92.85,22,
805,,Bowmore 1968 DT?Peerless,35,41.7 % Vol.,700 ml,92.84,40,
806,,Glen Grant 1956 GM?Licensed Bottling,49,46.0 % Vol.,700 ml,92.84,22,
807,,Bruichladdich 10-year-old?Islay Malt,10,58.0 % Vol.,750 ml,92.84,33,
808,,Benromach 1967 Sa?Flowers,14,46.0 % Vol.,750 ml,92.84,21,
809,,Glenfarclas 1956?For Friends Edition No. 2,50,50.0 % Vol.,700 ml,92.84,52,
810,,Macallan 1968 SMD?Whiskies of Scotland,,42.2 % Vol.,500 ml,92.84,21,
811,,Bowmore 1972?The Prestonfield,16,43.0 % Vol.,50 ml,92.84,21,
812,,Springbank 1970 SV?The Prestonfield,34,51.2 % Vol.,700 ml,92.83,45,
813,,Glenfarclas 1968?Handwritten label,41,49.7 % Vol.,700 ml,92.83,112,
814,,Glenrothes 1966?Single Cask,36,52.8 % Vol.,700 ml,92.83,20,
815,,Glen Grant 1948 GM?Licensed Bottling,,40.0 % Vol.,700 ml,92.83,20,
816,,Ardbeg 1974?Flying Turf,,52.2 % Vol.,700 ml,92.83,50,
817,,Ardbeg 1815,33,50.1 % Vol.,700 ml,92.83,54,
818,,Macallan 1971 SV?Vintage Collection - Dumpy,27,53.8 % Vol.,700 ml,92.83,31,
819,,Glenfarclas 1961?Nineteen Sixty-One,,43.0 % Vol.,750 ml,92.83,32,
820,,Port Ellen 12-year-old JM?Fine Malt Selection,12,59.0 % Vol.,750 ml,92.83,40,
821,,Ardbeg 1974 CA?Authentic Collection,20,51.2 % Vol.,700 ml,92.83,23,
822,,Springbank 1971 3R?The Life,35,57.5 % Vol.,700 ml,92.83,26,
823,,Brora 1972 JM?Fine Malt Selection - Miniature,22,58.7 % Vol.,50 ml,92.83,16,
824,,Bowmore 1966,,43.0 % Vol.,750 ml,92.83,22,
825,,Macallan 1965?The Anniversary Malt,25,43.0 % Vol.,700 ml,92.82,38,
826,,Glenrothes 1967?Single Cask,35,46.6 % Vol.,700 ml,92.82,20,
827,,Ardbeg 1972 GM?Connoisseurs Choice,13,40.0 % Vol.,750 ml,92.82,15,
828,,Bowmore 1988?Timeless Series,31,45.4 % Vol.,700 ml,92.82,19,
829,,Port Ellen 1983 JW?Charity Bottling Kreuzritter,26,55.3 % Vol.,700 ml,92.82,75,
830,,Macallan 1963?Special Selection,,43.0 % Vol.,750 ml,92.82,36,
831,,Springbank 1967 BA?Raw Cask,33,50.9 % Vol.,750 ml,92.82,19,
832,,Highland Park King Christian I?The Warrior Series,,46.8 % Vol.,700 ml,92.82,34,
833,,Glen Garioch 1966,,43.0 % Vol.,700 ml,92.82,16,
834,,Ardbeg 1972 DL?Old Malt Cask,27,50.0 % Vol.,750 ml,92.82,20,
835,,Macallan 1964 SV?Vintage Collection - Dumpy,28,55.7 % Vol.,700 ml,92.82,17,
836,,Ardbeg 1974 SV?Vintage Collection - Dumpy,24,51.3 % Vol.,700 ml,92.82,22,
837,,Glenfarclas 1965?The Family Casks (Release Sp15),,51.8 % Vol.,700 ml,92.82,20,
838,,Bowmore 1971 Ses,14,57.5 % Vol.,750 ml,92.81,19,
839,,Macallan 1974 GM?Speymalt,,43.0 % Vol.,700 ml,92.81,39,
840,,Springbank 1967 DL?Old Malt Cask,34,43.4 % Vol.,700 ml,92.81,23,
841,,Brora 1972 DL?Selected Exclusively by The Whisky Shop,30,47.4 % Vol.,700 ml,92.81,44,
842,,Macallan 1975,18,43.0 % Vol.,700 ml,92.81,18,
843,,Tobermory 1972,32,49.5 % Vol.,700 ml,92.81,38,
844,,Longrow 1973?First Distillation - Last Cask,,43.2 % Vol.,700 ml,92.81,23,
845,,Glendronach 1971 MI?The Birds,,43.0 % Vol.,750 ml,92.81,18,
846,,Bowmore 1968 TT,,42.3 % Vol.,700 ml,92.8,20,
847,,Port Ellen 1974 Ses,15,64.5 % Vol.,750 ml,92.8,27,
848,,Macallan 1966 GM?Speymalt,,43.0 % Vol.,700 ml,92.8,18,
849,,Glenglassaugh 37-year-old?Rare Cask Series,37,54.8 % Vol.,200 ml,92.8,134,
850,,Springbank 1965?White Label Big Golden S,26,46.0 % Vol.,750 ml,92.8,28,
851,,Springbank 1969 SV?Rare Reserve,34,56.7 % Vol.,700 ml,92.8,53,
852,,Glenfarclas 1956?The Family Casks (Release A14),58,40.5 % Vol.,700 ml,92.8,27,
853,,Macallan 1968 MM?Mission,35,40.2 % Vol.,700 ml,92.8,27,
854,,Springbank 1965 Soh,29,53.4 % Vol.,750 ml,92.8,17,
855,,Glen Moray 1962 MM?Celtic Heartlands,42,47.2 % Vol.,700 ml,92.8,27,
856,,Ardbeg 1966 MI?The Birds - first collection,,46.0 % Vol.,750 ml,92.8,18,
857,,Laphroaig 1966 SV?Vintage Collection - Dumpy,31,50.3 % Vol.,700 ml,92.79,16,
858,,Glendronach 28-year-old?Grandeur,28,48.9 % Vol.,700 ml,92.79,97,
859,,Macallan 1967 DT?Peerless,35,45.1 % Vol.,700 ml,92.79,21,
860,,Ledaig 1972 JM?Fine Malt Selection - Miniature,18,54.4 % Vol.,50 ml,92.79,17,
861,,Brora 6th Release?Diageo Special Releases 2007,30,55.7 % Vol.,700 ml,92.79,348,
862,,Longrow 1974,18,46.0 % Vol.,700 ml,92.79,16,
863,,Macallan 1974 AT,22,53.3 % Vol.,700 ml,92.79,44,
864,,Highland Park 1970?Orcadian Vintage Series,,48.0 % Vol.,700 ml,92.79,33,
865,,Glendronach 1972?Single Cask,39,49.1 % Vol.,700 ml,92.79,26,
866,,Macallan 1973 SV?Vintage Collection - Dumpy,20,46.0 % Vol.,700 ml,92.79,34,
867,,Ardbeg 1972 GM?Connoisseurs Choice,13,40.0 % Vol.,750 ml,92.79,27,
868,,Glenfarclas 1953?The Family Casks,53,53.7 % Vol.,700 ml,92.78,25,
869,,Glenfarclas 1961?The Family Casks (Release A14),,41.7 % Vol.,700 ml,92.78,16,
870,,Glenfarclas 1964?The Family Casks (Release VII),,48.5 % Vol.,700 ml,92.78,31,
871,,Glen Grant 1950 GM?Licensed Bottling,40,40.0 % Vol.,700 ml,92.78,25,
872,,Glenlochy 1965 SV?Silent Stills,32,47.9 % Vol.,700 ml,92.78,35,
873,,Glenfarclas 1961?Premium Casks,45,45.4 % Vol.,700 ml,92.78,75,
874,,Springbank 10-year-old,10,55.60 (gradi),750 ml,92.77,17,
875,,Bowmore 1968,25,43.0 % Vol.,700 ml,92.77,64,
876,,Brora 2nd Release?Diageo Special Releases 2003,30,55.7 % Vol.,700 ml,92.77,302,
877,,Talisker 1981?Diageo Special Releases 2002,20,62.0 % Vol.,700 ml,92.77,478,
878,,Macallan 1971 GM?Speymalt,39,43.0 % Vol.,700 ml,92.76,45,
879,,Macallan 1966 SV?Vintage Collection - Dumpy,30,50.8 % Vol.,700 ml,92.76,19,
880,,Karuizawa 1981?Geisha Label,31,60.6 % Vol.,700 ml,92.76,33,
881,,Springbank 30-year-old?Millennium Bottling Limited Edition,30,46.0 % Vol.,700 ml,92.76,101,
882,,Highland Park 1973?Single Cask,35,49.6 % Vol.,700 ml,92.76,52,
883,,Tobermory 1972 MI?De Viris Illustribus,,50.0 % Vol.,700 ml,92.76,74,
884,,For Ever Young Pristine 1970 MCo,35,47.0 % Vol.,500 ml,92.76,40,
885,,Tullibardine 1966,,49.8 % Vol.,700 ml,92.76,39,
886,,Glenglassaugh 1972?Rare Cask Release - Batch 2,42,47.3 % Vol.,700 ml,92.76,58,
887,,Glen Grant 1956 GM?for LMDW,49,46.0 % Vol.,700 ml,92.76,23,
888,,Bunnahabhain 40-year-old?Limited Edition,40,41.7 % Vol.,700 ml,92.76,81,
889,,Longmorn 1968 JW?Old Train Line,35,52.5 % Vol.,700 ml,92.76,33,
890,,Glenfarclas 1973?The Family Casks (Release VI),,51.4 % Vol.,700 ml,92.76,37,
891,,Glenfarclas 1963?The Family Casks (Release Sp15),,47.4 % Vol.,700 ml,92.75,23,
892,,Brora 5th Release?Diageo Special Releases 2006,30,55.7 % Vol.,700 ml,92.75,317,
893,,Ardbeg 1973 DE,17,55.4 % Vol.,750 ml,92.75,42,
894,,Springbank 1972 IM?Chieftain's Choice,30,46.0 % Vol.,700 ml,92.75,18,
895,,Glen Avon 1974 GM?Original Cask - Natural High Strength,,59.9 % Vol.,750 ml,92.75,18,
896,,Clynelish 12-year-old?Ainslie & Heilbron,12,56.9 % Vol.,750 ml,92.75,27,
897,,Macallan 1969,18,43.0 % Vol.,750 ml,92.75,26,
898,,Tullibardine 1964,,44.3 % Vol.,700 ml,92.75,23,
899,,Glen Grant 1965 SV?Millennium 2000,34,55.0 % Vol.,700 ml,92.75,19,
900,,Port Ellen 1983 DL?Old & Rare - The Platinum Selection,23,54.9 % Vol.,700 ml,92.75,59,
901,,Macallan 1966 GM?Speymalt,,40.0 % Vol.,700 ml,92.75,26,
902,,Ardbeg 1967 SV?Vintage Collection - Dumpy,30,50.3 % Vol.,700 ml,92.75,26,
903,,Glenfarclas 1956?The Family Casks (Release Sp15),,43.8 % Vol.,700 ml,92.75,19,
