#,,Whisky,Stated Age,Strength,Size,Rating,Votes,
304,,Springbank 1970?Local Barley,23,46.0 % Vol.,700 ml,93.58,21,
305,,Longrow 1973 RWD,,53.0 % Vol.,750 ml,93.58,42,
306,,Macallan 50-year-old Millennium?Crystal Decanter,50,46.0 % Vol.,700 ml,93.58,16,
307,,Glen Moray 1959?Rare Vintage,40,50.9 % Vol.,700 ml,93.58,42,
308,,Bowmore 1965 It,20,40.0 % Vol.,750 ml,93.58,17,
309,,Macallan 1970 MI?The Sea,,46.0 % Vol.,750 ml,93.57,26,
310,,Springbank 1966?Local Barley,34,54.8 % Vol.,750 ml,93.57,17,
311,,Glenfiddich 1956 It?Pure Malt Scotch Whisky,29,50.6 % Vol.,750 ml,93.57,25,
312,,Bowmore 1966 DT?Rare Auld,40,43.2 % Vol.,750 ml,93.57,33,
313,,"Macallan 1961?80 proof, FLLI Rinaldi Import",,46.0 % Vol.,750 ml,93.57,23,
314,,Springbank 1966 MM,30,46.0 % Vol.,700 ml,93.56,18,
315,,MacPhail's 1938 GM?Celtic Series - Book of Kells,45,40.0 % Vol.,750 ml,93.56,19,
316,,Ardbeg 1976 RWD,,46.0 % Vol.,700 ml,93.56,29,
317,,Ardbeg 1975?Exclusively for Dugas France,,45.2 % Vol.,700 ml,93.56,28,
318,,Glendronach 1972?Single Cask - Batch 4,39,49.9 % Vol.,700 ml,93.56,139,
319,,Macallan 1946?Pure Highland Malt Scotch Whisky - Bottled at 80¡Æ Proof,15,45.85 % Vol.,750 ml,93.56,22,
320,,Largiemeanoch 1967,12,54.2 % Vol.,757 ml,93.56,21,
321,,Macallan 1970 GM?Speymalt,37,53.3 % Vol.,750 ml,93.56,18,
322,,Springbank 1965?White Label Big Golden S,29,46.0 % Vol.,700 ml,93.56,20,
323,,Bowmore 1966 DT?for Whiskyfreunde Essenheim,36,42.3 % Vol.,700 ml,93.56,27,
324,,Macallan 1968 MM?Celtic Heartlands,34,40.2 % Vol.,700 ml,93.56,20,
325,,Ardbeg 1974,,53.7 % Vol.,700 ml,93.55,44,
326,,Springbank 1966?Local Barley,32,55.1 % Vol.,700 ml,93.55,22,
327,,Ardbeg 1974 CA?Authentic Collection - 150th Anniversary Bottling,18,57.6 % Vol.,700 ml,93.55,25,
328,,Highland Park 40-year-old?Ceramic black bottle,40,40.0 % Vol.,750 ml,93.55,23,
329,,Ardbeg 1975?Feis Ile 2005,,47.2 % Vol.,700 ml,93.55,105,
330,,Ardbeg 1973,,49.3 % Vol.,700 ml,93.55,62,
331,,Macallan 1970 GM?Speymalt,,43.0 % Vol.,700 ml,93.55,34,
332,,Ardbeg 1975,,46.2 % Vol.,700 ml,93.55,31,
333,,Springbank 1966,30,46.0 % Vol.,700 ml,93.54,32,
334,,Springbank 1969 SV?Rare Reserve,34,54.7 % Vol.,700 ml,93.54,50,
335,,Glenfarclas 1957?The Family Casks,49,54.0 % Vol.,700 ml,93.53,22,
336,,Macallan 40-year-old?Duty Free Only,40,43.0 % Vol.,700 ml,93.53,21,
337,,Glendronach 1972?Single Cask - Batch 7,40,49.0 % Vol.,700 ml,93.53,124,
338,,"Talisker 1957 GM?Black Label, Golden Eagle",,57.0 % Vol.,750 ml,93.53,64,
339,,Glenglassaugh 1966?Rare Cask Series - Aged Over 40 Years Old,45,49.2 % Vol.,700 ml,93.53,40,
340,,Glenfarclas 1959 SV?Vintage Collection - Dumpy,34,50.2 % Vol.,700 ml,93.52,29,
341,,Clynelish 12-year-old?Ainslie & Heilbron,12,56.9 % Vol.,750 ml,93.52,23,
342,,Glenfarclas 1971?Cask Strength,24,57.1 % Vol.,700 ml,93.52,44,
343,,Glendronach 1972?Single Cask,39,49.8 % Vol.,750 ml,93.51,39,
344,,Macallan 1960?80 proof,,46.0 % Vol.,750 ml,93.51,39,
345,,Glendronach 1971?Single Cask,39,48.1 % Vol.,700 ml,93.5,40,
346,,Springbank 1972?Black Label Screw cap,10,57.0 % Vol.,750 ml,93.5,24,
347,,Ben Nevis 1966,50,41.0 % Vol.,700 ml,93.5,25,
348,,Macallan 1950 GM?Speymalt,,40.0 % Vol.,700 ml,93.5,22,
349,,Glendronach 1972?Single Cask,37,54.4 % Vol.,700 ml,93.5,38,
350,,Springbank 1972?White Label Big Golden S,22,46.0 % Vol.,700 ml,93.5,24,
351,,Springbank 1965?Local Barley,36,52.4 % Vol.,700 ml,93.49,42,
352,,Springbank 1967 SV?Prestonfield,20,46.0 % Vol.,750 ml,93.49,56,
353,,Macallan 1972 GM?Speymalt Ping III,,57.0 % Vol.,700 ml,93.48,23,
354,,Glen Grant 1960 GM?Licensed Bottling,,40.0 % Vol.,700 ml,93.48,28,
355,,Bowmore 1956?Islay Pure Malt,,43.0 % Vol.,750 ml,93.48,28,
356,,Glen Garioch 1972?Single Cask,,43.0 % Vol.,700 ml,93.48,33,
357,,Ardbeg 1974?Single Cask,,50.7 % Vol.,700 ml,93.47,20,
358,,Glen Grant 1948 GM?Celtic Series - Book of Kells,50,40.0 % Vol.,700 ml,93.47,34,
359,,Dalmore 1973?Rare & Prestige,33,45.0 % Vol.,700 ml,93.47,36,
360,,Highland Park 1965 DT?for John Scott's,37,42.2 % Vol.,700 ml,93.47,20,
361,,Laphroaig 40-year-old,40,42.4 % Vol.,700 ml,93.46,138,
362,,Macallan 1947?Pure Highland Malt Scotch Whisky - Bottled at 80¡Æ Proof,15,45.85 % Vol.,757 ml,93.46,26,
363,,Macallan 1969?Vintage,18,43.0 % Vol.,750 ml,93.45,24,
364,,Glenfarclas 1965?The Family Casks,41,60.0 % Vol.,700 ml,93.45,102,
365,,Macallan 1967 DT?Peerless,35,48.6 % Vol.,700 ml,93.45,16,
366,,Springbank 1966?Local Barley,32,55.3 % Vol.,700 ml,93.45,24,
367,,Ardbeg 1974,,42.7 % Vol.,700 ml,93.45,22,
368,,Ardbeg 1967 SV?Vintage Collection - Dumpy,29,52.8 % Vol.,700 ml,93.45,22,
369,,Springbank 1966?Local Barley,32,54.2 % Vol.,700 ml,93.44,20,
370,,Macallan 1965?The Anniversary Malt,25,43.0 % Vol.,750 ml,93.44,31,
371,,Bowmore 1972?Islay Single Malt,21,49.1 % Vol.,700 ml,93.43,71,
372,,Bowmore 1970 SV?Cask Strength Collection,35,51.9 % Vol.,750 ml,93.43,23,
373,,Springbank 1965?Local Barley,36,49.1 % Vol.,700 ml,93.43,38,
374,,Macallan 1971 GM?Speymalt,38,43.0 % Vol.,750 ml,93.43,16,
375,,Auchentoshan 1957?Second Edition,50,46.8 % Vol.,700 ml,93.43,26,
376,,Macallan 1967?The Anniversary Malt,25,43.0 % Vol.,700 ml,93.43,16,
377,,Bowmore 1972,27,53.3 % Vol.,700 ml,93.43,25,
378,,Glenfarclas 1959?The Family Casks (Release W15),,47.1 % Vol.,700 ml,93.43,26,
379,,Glen Grant 1956 GM?Connoisseurs Choice,65,55.4 % Vol.,700 ml,93.42,25,
380,,Glenugie 1967 Ses?Bird Label,,59.5 % Vol.,750 ml,93.42,69,
381,,Glen Moray 1959 RWD,25,46.0 % Vol.,750 ml,93.42,33,
382,,Bowmore 1972 SV?Decanter Collection,36,44.6 % Vol.,700 ml,93.42,53,
383,,Glen Garioch 1975 RWD?Coilltean,,57.0 % Vol.,750 ml,93.42,17,
384,,Bowmore 1964 Bicentenary,,43.0 % Vol.,750 ml,93.42,152,
385,,Bowmore 1972 SV?Rare Reserve,30,49.7 % Vol.,700 ml,93.42,22,
386,,BenRiach 1966 GM?Celtic Series - Book of Kells,50,54.3 % Vol.,700 ml,93.42,39,
387,,Glengoyne 1972 MoS?Diamonds,,55.5 % Vol.,700 ml,93.42,268,
388,,Longmorn 1974 RWD?20th Anniversary,,50.0 % Vol.,750 ml,93.42,21,
389,,Ardbeg 1975,,47.6 % Vol.,700 ml,93.41,21,
390,,Springbank 1966?Local Barley,31,53.0 % Vol.,700 ml,93.41,21,
391,,Macallan 1957?25th Anniversary of the foundation of Rinaldi Brothers Inc. Bolo,,43.0 % Vol.,750 ml,93.4,17,
392,,Mortlach 1949 GM?Rare Old,,40.0 % Vol.,700 ml,93.4,32,
393,,Glen Garioch 1975 Sa?Coilltean,,57.0 % Vol.,750 ml,93.4,37,
394,,Ardbeg 1974?Single Cask,,51.8 % Vol.,700 ml,93.4,22,
395,,Glendronach 1971?Single Cask - Batch 8,42,44.6 % Vol.,700 ml,93.4,80,
396,,Bowmore 1971?Vintage Distillation,34,51.0 % Vol.,700 ml,93.4,45,
397,,Port Ellen 1969 GM,,62.2 % Vol.,750 ml,93.39,33,
398,,Glenfarclas 1955?Bicentenary of John Grant's Birth 1805-2005,50,44.4 % Vol.,700 ml,93.39,25,
399,,Highland Park 40-year-old,40,48.3 % Vol.,700 ml,93.39,286,
400,,Glenglassaugh 40-year-old?Crystal Decanter,40,44.6 % Vol.,700 ml,93.39,115,
401,,Springbank 1967?Prestonfield's Campbeltown,20,46.0 % Vol.,750 ml,93.39,37,
402,,Dailuaine 1962 Sa?Talisker Distillers LTD.,,46.0 % Vol.,750 ml,93.39,20,
403,,Ardbeg 1974,,51.0 % Vol.,700 ml,93.38,57,
404,,Glen Grant 1948 GM?Exclusive,66,46.6 % Vol.,700 ml,93.38,18,
405,,Springbank 1965?Local Barley,36,50.4 % Vol.,700 ml,93.38,24,
406,,Springbank 1965?Black Label Cork stopper,,46.0 % Vol.,700 ml,93.38,20,
407,,Glenfarclas 1970?The Family Casks (Release A13),,55.3 % Vol.,700 ml,93.38,19,
408,,Macallan 62-year-old?Lalique,62,53.1 % Vol.,700 ml,93.38,15,
409,,Highland Park 1956 GM,30,55.6 % Vol.,750 ml,93.37,22,
410,,Glenfarclas 1952?The Family Casks,53,56.5 % Vol.,700 ml,93.37,30,
411,,Glenglassaugh 40-year-old?Trophy Winning,40,44.6 % Vol.,200 ml,93.37,37,
412,,Springbank 1967?Black Label Cork stopper,10,59.0 % Vol.,750 ml,93.37,29,
413,,Macallan 1972 MM,25,46.0 % Vol.,700 ml,93.36,18,
414,,MacPhail's 1940 GM?Celtic Series - Book of Kells,42,40.0 % Vol.,750 ml,93.36,16,
415,,Macallan 18-year-old CA?Dumpy Bottle,18,54.9 % Vol.,750 ml,93.36,28,
416,,Springbank 1966?Local Barley,,54.4 % Vol.,700 ml,93.36,16,
417,,Macallan 1950 GM?Macallan-Glenlivet - A Pure Highland Malt,25,43.0 % Vol.,750 ml,93.36,16,
418,,Bowmore 1966 DT?Peerless,36,42.0 % Vol.,700 ml,93.36,27,
419,,Macallan 1950 GM?Macallan-Glenlivet - A Pure Highland Malt,25,43.0 % Vol.,750 ml,93.36,18,
420,,Ardbeg 1975 DL?Old Malt Cask,25,50.0 % Vol.,700 ml,93.36,108,
421,,Bowmore 1966 HB?Finest Collection,35,43.7 % Vol.,700 ml,93.36,39,
422,,Bowmore 1969?Matured in specially selected Sherry Casks,,43.0 % Vol.,750 ml,93.35,45,
423,,Clynelish 24-year-old CA?Dumpy Bottle,24,49.4 % Vol.,750 ml,93.35,19,
424,,Springbank 1966?Local Barley,32,55.1 % Vol.,750 ml,93.35,23,
425,,Mortlach 1959 GM,,40.0 % Vol.,700 ml,93.35,23,
426,,Bowmore 1968 DT?Rare Auld,37,41.0 % Vol.,700 ml,93.34,34,
427,,Ardbeg 1974,,51.9 % Vol.,700 ml,93.34,49,
428,,Ardbeg 1975?Committee X-mas bottle,,54.2 % Vol.,700 ml,93.34,96,
429,,Springbank 1966?Local Barley,32,54.4 % Vol.,700 ml,93.34,36,
430,,Macallan 1970 GM?Speymalt,,43.0 % Vol.,700 ml,93.34,40,
431,,Mortlach 1936 GM?Connoisseurs Choice,35,43.0 % Vol.,750 ml,93.34,39,
432,,Talisker 1955 GM?Cask Strength - Miniature,,50.4 % Vol.,50 ml,93.33,21,
433,,Glenfarclas 1961?The Family Casks (Release III),,52.2 % Vol.,700 ml,93.33,23,
434,,Glendronach 1971?Single Cask - Batch 2,39,48.8 % Vol.,700 ml,93.33,115,
435,,Ardbeg 1975?Feis Ile 2005,,44.7 % Vol.,700 ml,93.33,50,
436,,Macallan 1950 GM?Speymalt,,43.0 % Vol.,700 ml,93.33,30,
437,,Springbank 1967?Sherry Cask,10,58.9 % Vol.,750 ml,93.33,16,
438,,Ardbeg 1972 DE,18,58.9 % Vol.,750 ml,93.33,28,
439,,Macallan 1973 GM?Speymalt,42,43.0 % Vol.,700 ml,93.33,48,
440,,Glen Garioch 1971 Sa,,43.0 % Vol.,700 ml,93.33,86,
441,,Macallan 1979?Gran Reserva,18,40.0 % Vol.,700 ml,93.33,204,
442,,Bowmore 1967,,43.0 % Vol.,750 ml,93.33,38,
443,,Ardbeg 1975?Single Cask,,40.9 % Vol.,700 ml,93.32,33,
444,,Springbank 1965?Local Barley,36,47.6 % Vol.,700 ml,93.32,27,
445,,Glendronach 1972?Single Cask,37,53.3 % Vol.,700 ml,93.32,104,
446,,Bowmore 1965 It,20,48.5 % Vol.,750 ml,93.31,18,
447,,Ardbeg 1975 RWD,,57.0 % Vol.,750 ml,93.31,18,
448,,Longrow 1973?Miniature,,46.0 % Vol.,50 ml,93.31,17,
449,,Bowmore 1969?20th Anniversary Edoardo Giaccone`s whiskyteca,,58.0 % Vol.,750 ml,93.31,15,
450,,Highland Park 1982 GM?Private Collection,40,51.5 % Vol.,700 ml,93.31,18,
451,,Highland Park 1966 DT?Rare Auld,40,41.0 % Vol.,700 ml,93.31,29,
452,,Glenglassaugh 37-year-old?Miniature - Hand Bottled at the Distillery,37,58.9 % Vol.,50 ml,93.31,18,
453,,Ledaig 1972 LMDW,23,51.9 % Vol.,700 ml,93.31,20,
454,,Ben Nevis 1966,50,40.6 % Vol.,700 ml,93.31,28,
455,,"Macallan 1954?distilled by R. Kemp, Macallan-Glenlivet",15,80 (proof),757 ml,93.31,32,
456,,Caol Ila 15-year-old?The Manager's Dram,15,63.0 % Vol.,750 ml,93.31,92,
457,,Macallan 1951,,48.8 % Vol.,700 ml,93.31,16,
458,,Strathisla 1963 JW?Old Train Line,40,57.7 % Vol.,700 ml,93.31,51,
459,,Ardbeg 1974?Single Cask,,53.9 % Vol.,700 ml,93.3,52,
460,,Glenfarclas 1955?The Family Casks,51,46.1 % Vol.,700 ml,93.3,22,
461,,Macallan 1966 SV?Vintage Collection - Dumpy,30,52.0 % Vol.,700 ml,93.3,22,
462,,Macallan 1973?Vintage,18,43.0 % Vol.,750 ml,93.3,26,
463,,Port Ellen 1982 MoS?Diamonds,,56.8 % Vol.,700 ml,93.29,168,
464,,Glenrothes 1966?Single Cask,36,51.8 % Vol.,700 ml,93.29,37,
465,,Springbank 1969 IM?Chieftain's Choice,34,43.2 % Vol.,700 ml,93.29,17,
466,,Bowmore 1968 MM?Celtic Heartlands,35,40.6 % Vol.,700 ml,93.29,53,
467,,Mortlach 1957 GM?Private Collection,50,43.5 % Vol.,700 ml,93.28,104,
468,,Glenfarclas 1960?The Family Casks (Release III),,44.6 % Vol.,700 ml,93.28,20,
469,,Glen Grant 1958 GM?Licensed Bottling,,40.0 % Vol.,700 ml,93.28,41,
470,,"Longrow 14-year-old?Screw cap, White letter label",14,46.0 % Vol.,750 ml,93.28,43,
471,,Glenfarclas 1963?The Family Casks,43,56.7 % Vol.,700 ml,93.28,43,
472,,Glen Moray 1962?Very Rare Vintage Hand bottled,42,50.9 % Vol.,700 ml,93.28,31,
473,,Glenlivet 1955 GM?George & J.G. Smith's,,40.0 % Vol.,700 ml,93.28,24,
474,,Macallan 1971 GM?Speymalt,,43.0 % Vol.,700 ml,93.27,33,
475,,Macallan 1966 SV?Rare Reserve,34,51.2 % Vol.,700 ml,93.27,17,
476,,Macallan 1966 SV?Vintage Collection - Dumpy,31,53.0 % Vol.,700 ml,93.27,17,
477,,Karuizawa 1964,48,57.7 % Vol.,700 ml,93.27,28,
478,,Bowmore 1966 JW?Old Train Line,36,40.2 % Vol.,700 ml,93.27,49,
479,,Glenfarclas 1962?The Family Casks,44,54.8 % Vol.,700 ml,93.27,39,
480,,Macallan 1962?The Anniversary Malt,25,43.0 % Vol.,750 ml,93.27,30,
481,,Longmorn 1969 GM?Celtic Series - Book of Kells,39,58.9 % Vol.,700 ml,93.27,86,
482,,Springbank 1964 CA?Authentic Collection,34,52.2 % Vol.,700 ml,93.27,15,
483,,Mortlach 1951 GM?Private Collection,53,42.0 % Vol.,700 ml,93.26,33,
484,,Glenfarclas 1962?The Family Casks (Release III),46,52.0 % Vol.,700 ml,93.26,25,
485,,Mortlach 1954 GM?Rare Old,,40.0 % Vol.,700 ml,93.26,38,
486,,Macallan 1961 BR,,43.0 % Vol.,750 ml,93.26,21,
487,,Glenfarclas 1964?The Family Casks (Release S14),49,48.3 % Vol.,700 ml,93.26,26,
488,,Springbank 1972?White Label Big Golden S,21,46.0 % Vol.,700 ml,93.26,30,
489,,Macallan 1965?18 M 24 - Crystal decanter,25,43.0 % Vol.,750 ml,93.25,19,
490,,Macallan 1937,,40.0 % Vol.,750 ml,93.25,16,
491,,Springbank 1964 SMWS 27.41,31,51.1 % Vol.,700 ml,93.25,15,
492,,Springbank 1969 SV?Vintage Collection - Dumpy,27,54.0 % Vol.,700 ml,93.25,18,
493,,Macallan 1966?Vintage,17,43.0 % Vol.,750 ml,93.25,19,
494,,Macallan 1973?Vintage,18,43.0 % Vol.,700 ml,93.25,27,
495,,Ardbeg 1975 GM?Special Selection,13,54.2 % Vol.,750 ml,93.25,29,
496,,Ardbeg 1975 RWD,,57.0 % Vol.,750 ml,93.25,16,
497,,Macallan 1969 DT?Rare Auld,36,55.8 % Vol.,700 ml,93.25,19,
498,,Macallan Royal Marriage 1948-1961?Royal Marriage 1948 & 1961,,43.0 % Vol.,750 ml,93.25,23,
499,,Glen Grant 1954 GM?Celtic Series - Book of Kells,59,53.1 % Vol.,700 ml,93.24,19,
500,,Macallan 1967 DT,40,47.5 % Vol.,700 ml,93.24,19,
501,,Caol Ila 1969 GM?Celtic Label,15,60.4 % Vol.,750 ml,93.24,36,
502,,Glengoyne 1969?The Farewell Dram,,54.4 % Vol.,700 ml,93.24,49,
503,,Bowmore 1968 DT?Rare Auld,38,42.7 % Vol.,700 ml,93.24,39,
504,,Bowmore 1969 DT?Peerless,36,44.0 % Vol.,700 ml,93.24,31,
505,,Glenfarclas 1959?The Family Casks (Release S14),,46.4 % Vol.,700 ml,93.24,23,
506,,Springbank 1970 SV?Cask Strength Collection,37,53.9 % Vol.,700 ml,93.23,33,
507,,Springbank 1966?Local Barley,31,53.0 % Vol.,700 ml,93.23,43,
508,,Macallan 1967 GM?Speymalt,,43.0 % Vol.,700 ml,93.23,16,
509,,Bowmore 1968 DT?Rare Auld,34,43.3 % Vol.,700 ml,93.23,24,
510,,Springbank 1966?Local Barley,,53.6 % Vol.,700 ml,93.23,29,
511,,Brora 3rd Release?Diageo Special Releases 2004,30,56.6 % Vol.,700 ml,93.23,378,
512,,Macallan 1971 GM?Speymalt,38,43.0 % Vol.,700 ml,93.23,55,
513,,Glen Grant 1951 GM?Licensed Bottling,,40.0 % Vol.,700 ml,93.22,39,
514,,Tullibardine 1965,43,48.8 % Vol.,700 ml,93.22,25,
515,,Longmorn 1971 Sc,,57.8 % Vol.,700 ml,93.22,48,
516,,Bowmore 1965?Islay Single Malt,,43.0 % Vol.,750 ml,93.22,48,
517,,Ardbeg 1972 DL?Old Malt Cask,28,49.5 % Vol.,700 ml,93.22,67,
518,,Port Ellen 1970 GM?Celtic Label,,40.0 % Vol.,750 ml,93.22,15,
519,,"Macallan 1960?80 proof, 26 2/3 FL OZ, FLLI Rinaldi Import",,80 (proof),750 ml,93.22,21,
520,,Macallan 1966 SV?Vintage Collection - Dumpy,30,51.6 % Vol.,700 ml,93.21,21,
521,,Macallan 1965 SV?Vintage Collection - Dumpy,29,50.8 % Vol.,700 ml,93.21,44,
522,,Springbank 1966 Sa,21,46.0 % Vol.,750 ml,93.21,21,
523,,Glenglassaugh 30-year-old?Trophy Winning,30,43.0 % Vol.,200 ml,93.21,33,
524,,Macallan 1946 GM?A Pure Highland Malt,33,40.0 % Vol.,750 ml,93.21,16,
525,,Glenfarclas 60-year-old,60,43.3 % Vol.,700 ml,93.21,22,
526,,Glen Grant 1959 Sa,,47.3 % Vol.,700 ml,93.21,30,
527,,Dalmore 1978?Sherry Finesse,,46.0 % Vol.,700 ml,93.2,32,
528,,Karuizawa 1967?Vintage - Single Cask Malt Whisky,42,58.4 % Vol.,700 ml,93.2,114,
529,,Glen Grant 1964 SV?The Decanter Collection,42,52.8 % Vol.,700 ml,93.2,62,
530,,Longmorn 1971 Ses?Antica Casa Marchesi Spinola,18,58.1 % Vol.,750 ml,93.2,97,
531,,Glen Grant 1950 GM?Licensed Bottling,,40.0 % Vol.,700 ml,93.2,23,
532,,Mortlach 1936 GM?Connoisseurs Choice,43,40.0 % Vol.,750 ml,93.2,17,
533,,Blairfindy 1964 BA Presentation Edition?Raw Cask,45,53.4 % Vol.,700 ml,93.2,45,
534,,Laphroaig 1974 SV?Vintage Collection - Dumpy,16,54.6 % Vol.,750 ml,93.19,28,
535,,Ardbeg 1975?Single Cask,,41.4 % Vol.,700 ml,93.19,59,
536,,Springbank 1966 Private Bottling?Lateltin Lanz Ingold AG,34,47.1 % Vol.,700 ml,93.19,32,
537,,Glenglassaugh 43-year-old?Rare Cask Series,43,48.7 % Vol.,200 ml,93.19,126,
538,,Talisker 1955 GM?Secret Stills 1.1,,45.0 % Vol.,700 ml,93.19,97,
539,,Longrow 1973 Sa?Fragments of Scotland,,50.0 % Vol.,750 ml,93.19,28,
540,,Springbank 1965?Unique Distillery Edition,29,46.0 % Vol.,700 ml,93.19,18,
541,,Bowmore 1969 DT?Peerless,32,43.4 % Vol.,700 ml,93.18,20,
542,,Bowmore 1966 DL?Old Malt Cask,35,44.0 % Vol.,700 ml,93.18,46,
543,,Ardbeg 1975 GM?Special Selection,13,54.8 % Vol.,750 ml,93.18,26,
544,,Springbank 1966?Distillery Picture Label,,46.0 % Vol.,700 ml,93.18,19,
545,,Ardbeg 1967 SV?Vintage Collection - Dumpy,30,52.2 % Vol.,700 ml,93.18,45,
546,,Glenfarclas 1958?The Family Casks,48,51.6 % Vol.,700 ml,93.18,40,
547,,Bowmore 1970,21,43.0 % Vol.,750 ml,93.17,34,
548,,A Secret Speyside Distillery 1968 BR?Exceptional Casks,,51.6 % Vol.,700 ml,93.17,25,
549,,Pride of Strathspey 1938 JG?Old Highland - All Malt,,40.0 % Vol.,750 ml,93.17,37,
550,,Clynelish 1972 3R,27,57.75 % Vol.,700 ml,93.17,15,
551,,Glenrothes 1969 Sa?Very Limited Edition,,45.0 % Vol.,700 ml,93.17,15,
552,,Glen Grant 50-year-old GM?Licensed Bottling,50,43.0 % Vol.,700 ml,93.17,60,
553,,Springbank 1965 Soh?Anniversary bottling,26,57.3 % Vol.,700 ml,93.17,20,
554,,Ardbeg 1973 DL?Old & Rare - The Platinum Selection,30,51.9 % Vol.,700 ml,93.16,27,
555,,Bowmore 1971 Ses,18,57.3 % Vol.,750 ml,93.16,73,
556,,Ardbeg 1972 SV?Vintage Collection - Dumpy,18,58.9 % Vol.,750 ml,93.16,32,
557,,Ardbeg 1966 MI?The Birds - first collection,,46.0 % Vol.,750 ml,93.16,24,
558,,Ardbeg 1974 MC,19,55.1 % Vol.,700 ml,93.15,22,
559,,Glenglassaugh 41-year-old?Crystal Decanter,41,44.6 % Vol.,700 ml,93.15,50,
560,,Macallan 1965 GM?Speymalt,,43.0 % Vol.,700 ml,93.15,29,
561,,Macallan 1968 DT?Peerless,35,40.1 % Vol.,700 ml,93.15,15,
562,,Glenfarclas 1955?The Family Casks (Release A13),57,43.3 % Vol.,700 ml,93.15,30,
563,,Glenglassaugh 1967,38,45.2 % Vol.,750 ml,93.15,29,
564,,Macallan 1973 DT?Rare Auld,35,44.3 % Vol.,200 ml,93.15,16,
565,,Springbank 1965 SMWS 27.9,,60.1 % Vol.,750 ml,93.14,16,
566,,Macallan 1965?Matured in Sherry Wood,,43.0 % Vol.,750 ml,93.14,18,
567,,Springbank 1970?Local Barley,20,46.0 % Vol.,750 ml,93.14,24,
568,,Macallan 1968 DT?Rare Auld,35,40.7 % Vol.,750 ml,93.14,23,
569,,Ardbeg 1967 DL?Old Malt Cask,32,49.0 % Vol.,700 ml,93.14,24,
570,,Bowmore 1972,34,48.4 % Vol.,700 ml,93.14,52,
571,,Tullibardine 1966 SV?Cask Strength Collection,41,48.0 % Vol.,700 ml,93.14,25,
572,,Bowmore 1966 HH?Glen Denny,34,45.2 % Vol.,700 ml,93.14,17,
573,,Macallan 14-year-old MI?1st Collection,14,59.0 % Vol.,750 ml,93.13,17,
574,,Linkwood 1957 McE?Pure Scotch Whisky,12,56.9 % Vol.,750 ml,93.13,25,
575,,Glendronach 1972?The Millennium Malt,,48.0 % Vol.,700 ml,93.13,33,
576,,Macallan 1971 HB?A Rare Vintage Bottling,23,43.0 % Vol.,700 ml,93.13,18,
577,,Glen Grant 1950 GM?Exclusive,65,59.3 % Vol.,700 ml,93.13,26,
578,,Ardbeg 1975,,53.7 % Vol.,700 ml,93.13,127,
579,,Springbank 1970 SV?Cask Strength Collection,36,53.1 % Vol.,700 ml,93.13,50,
580,,Port Ellen 1969 GM?Connoisseurs Choice,15,64.7 % Vol.,750 ml,93.13,27,
581,,Glenglassaugh 1967?The Massandra Connection,45,50.2 % Vol.,700 ml,93.13,97,
582,,Springbank 1973 CA?Dumpy Bottle,18,57.9 % Vol.,700 ml,93.12,36,
583,,Macallan 1971 SV?Vintage Collection - Dumpy,27,54.2 % Vol.,700 ml,93.12,30,
584,,Talisker 1955 GM?Cask Strength,37,50.4 % Vol.,700 ml,93.12,36,
585,,Bowmore 1965 HB,25,43.0 % Vol.,750 ml,93.12,20,
586,,Glen Grant 1955 GM?Celtic Series - Book of Kells,60,51.6 % Vol.,700 ml,93.12,28,
587,,Macallan 1968?The Anniversary Malt,25,43.0 % Vol.,700 ml,93.12,20,
588,,Glenglassaugh 1967 - The Manager's Legacy?Release No. 4 - Walter Grant,,40.4 % Vol.,700 ml,93.11,97,
589,,Port Ellen 12-year-old JM?Fine Malt Selection - Miniature,12,62.7 % Vol.,50 ml,93.11,31,
590,,Springbank 1969 IM?Chieftain's Choice,39,57.8 % Vol.,700 ml,93.11,49,
591,,St. Magdalene 1978?100 years of Waterloo Street Engineering,20,62.7 % Vol.,700 ml,93.11,40,
592,,Bruichladdich 40-year-old,40,43.1 % Vol.,700 ml,93.11,42,
593,,Springbank 1969 SV?Vintage Collection - Dumpy,27,51.8 % Vol.,700 ml,93.11,30,
594,,Springbank 1966?Local Barley,,51.9 % Vol.,700 ml,93.11,38,
595,,Glenfarclas 1961?Premium Casks,,50.5 % Vol.,700 ml,93.11,32,
596,,Springbank 1969 SV?Vintage Collection - Dumpy,28,52.3 % Vol.,700 ml,93.11,21,
597,,Glenrothes 1969 MNC?Rare Vintage,,53.4 % Vol.,700 ml,93.1,34,
598,,Bowmore 1972?The Prestonfield,16,43.0 % Vol.,750 ml,93.1,104,
599,,Springbank 1967,24,46.0 % Vol.,700 ml,93.1,33,
600,,Springbank 1972?White Label Big Golden S,19,46.0 % Vol.,700 ml,93.1,37,
601,,Glen Grant 1956 GM?Licensed Bottling,,40.0 % Vol.,700 ml,93.09,46,
602,,Linkwood 1946 GM?A Pure Highland Malt,36,40.0 % Vol.,750 ml,93.09,24,
603,,Glen Grant 1954 GM?Licensed Bottling,,40.0 % Vol.,700 ml,93.09,36,
604,,Dalmore 1981?Matusalem Sherry Finesse,28,44.0 % Vol.,700 ml,93.09,26,
605,,Ardbeg 1972 DL?Old & Rare - The Platinum Selection,29,50.4 % Vol.,700 ml,93.09,25,
